sequance,matrix,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,a100
85,bp,0.355,0.1775,0.08875,0.044375,0.0221875,0.01109375,0.005546875,0.0027734375,0.00138671875,0.000693359375,0.0003466796875,0.00017333984375,8.6669921875e-05,4.33349609375e-05,2.166748046875e-05,1.0833740234375e-05,5.4168701171875e-06,2.70843505859375e-06,1.354217529296875e-06,6.771087646484375e-07,3.3855438232421873e-07,1.6927719116210937e-07,8.463859558105468e-08,4.231929779052734e-08,2.115964889526367e-08,1.0579824447631835e-08,5.289912223815918e-09,2.644956111907959e-09,1.3224780559539794e-09,6.612390279769897e-10,3.3061951398849486e-10,1.6530975699424743e-10,8.265487849712371e-11,4.132743924856186e-11,2.066371962428093e-11,1.0331859812140464e-11,5.165929906070232e-12,2.582964953035116e-12,1.291482476517558e-12,6.45741238258779e-13,3.228706191293895e-13,1.6143530956469475e-13,8.071765478234738e-14,4.035882739117369e-14,2.0179413695586844e-14,1.0089706847793422e-14,5.044853423896711e-15,2.5224267119483555e-15,1.2612133559741778e-15,6.306066779870889e-16,3.1530333899354444e-16,1.5765166949677222e-16,7.882583474838611e-17,3.9412917374193055e-17,1.9706458687096528e-17,9.853229343548264e-18,4.926614671774132e-18,2.463307335887066e-18,1.231653667943533e-18,6.158268339717665e-19,3.0791341698588324e-19,1.5395670849294162e-19,7.697835424647081e-20,3.8489177123235405e-20,1.9244588561617703e-20,9.622294280808851e-21,4.811147140404426e-21,2.405573570202213e-21,1.2027867851011064e-21,6.013933925505532e-22,3.006966962752766e-22,1.503483481376383e-22,7.517417406881915e-23,3.7587087034409576e-23,1.8793543517204788e-23,9.396771758602394e-24,4.698385879301197e-24,2.3491929396505985e-24,1.1745964698252992e-24,5.872982349126496e-25,2.936491174563248e-25,1.468245587281624e-25,7.34122793640812e-26,3.67061396820406e-26,1.83530698410203e-26,9.17653492051015e-27,4.588267460255075e-27,2.2941337301275376e-27,1.1470668650637688e-27,5.735334325318844e-28,2.867667162659422e-28,1.433833581329711e-28,7.169167906648555e-29,3.5845839533242775e-29,1.7922919766621387e-29,8.961459883310694e-30,4.480729941655347e-30,2.2403649708276734e-30,1.1201824854138367e-30
86,tv,0.3160130718954248,0.10533769063180827,0.03511256354393609,0.017556281771968045,0.005852093923989348,0.001463023480997337,0.0007315117404986685,0.00018287793512466712,9.143896756233356e-05,2.285974189058339e-05,1.1429870945291695e-05,2.8574677363229237e-06,1.4287338681614619e-06,3.5718346704036546e-07,8.929586676009137e-08,4.464793338004568e-08,1.116198334501142e-08,3.7206611150038066e-09,1.2402203716679355e-09,3.100550929169839e-10,1.0335169763899462e-10,5.167584881949731e-11,1.2918962204874328e-11,6.459481102437164e-12,2.1531603674790545e-12,7.177201224930181e-13,3.5886006124650904e-13,1.19620020415503e-13,5.98100102077515e-14,1.4952502551937876e-14,4.984167517312625e-15,1.2460418793281562e-15,4.153472931093854e-16,2.076736465546927e-16,6.922454885156423e-17,2.3074849617188076e-17,7.691616539062691e-18,1.922904134765673e-18,4.807260336914182e-19,2.403630168457091e-19,6.009075421142728e-20,3.004537710571364e-20,1.0015125701904546e-20,5.007562850952273e-21,1.2518907127380682e-21,6.259453563690341e-22,3.1297267818451705e-22,1.5648633909225853e-22,7.824316954612926e-23,1.9560792386532316e-23,4.890198096633079e-24,1.2225495241582697e-24,4.0751650805275658e-25,1.0187912701318914e-25,5.093956350659457e-26,1.2734890876648643e-26,4.2449636255495474e-27,1.4149878751831824e-27,7.074939375915912e-28,1.768734843978978e-28,8.84367421989489e-29,2.2109185549737225e-29,7.369728516579074e-30,2.4565761721930245e-30,8.188587240643414e-31,2.0471468101608534e-31,1.0235734050804267e-31,3.411911350268089e-32,8.529778375670223e-33,4.2648891878351113e-33,1.0662222969587778e-33,5.331111484793889e-34,1.3327778711984723e-34,3.331944677996181e-35,1.1106482259987268e-35,3.702160753329089e-36,1.8510803766645446e-36,4.6277009416613615e-37,2.3138504708306807e-37,5.784626177076702e-38,2.892313088538351e-38,7.230782721345877e-39,3.6153913606729387e-39,1.8076956803364693e-39,4.519239200841173e-40,1.5064130669470578e-40,3.7660326673676444e-41,1.2553442224558813e-41,3.138360556139703e-42,1.5691802780698516e-42,3.922950695174629e-43,1.3076502317248763e-43,6.538251158624381e-44,2.1794170528747938e-44,1.0897085264373969e-44,2.7242713160934923e-45,1.3621356580467461e-45,6.810678290233731e-46,3.4053391451168654e-46
86,tn,0.4254901960784314,0.10637254901960785,0.05318627450980393,0.013296568627450982,0.006648284313725491,0.00221609477124183,0.0007386982570806099,0.0002462327523602033,6.155818809005083e-05,1.5389547022512707e-05,3.847386755628177e-06,1.2824622518760588e-06,4.274874172920196e-07,1.068718543230049e-07,5.343592716150245e-08,1.3358981790375613e-08,6.679490895187806e-09,1.6698727237969516e-09,4.174681809492379e-10,2.0873409047461895e-10,5.218352261865474e-11,2.609176130932737e-11,1.3045880654663684e-11,6.522940327331842e-12,1.6307350818329605e-12,5.435783606109868e-13,1.8119278687032893e-13,9.059639343516447e-14,2.2649098358791116e-14,1.1324549179395558e-14,2.8311372948488895e-15,7.077843237122224e-16,2.359281079040741e-16,5.898202697601852e-17,2.949101348800926e-17,9.83033782933642e-18,3.2767792764454732e-18,1.6383896382227366e-18,5.461298794075789e-19,2.7306493970378943e-19,9.102164656792981e-20,2.2755411641982452e-20,7.58513721399415e-21,1.8962843034985374e-21,6.320947678328457e-22,1.5802369195821143e-22,3.950592298955286e-23,9.876480747388215e-24,2.4691201868470537e-24,1.2345600934235268e-24,6.172800467117634e-25,1.5432001167794085e-25,7.716000583897043e-26,1.9290001459742607e-26,6.4300004865808684e-27,1.6075001216452171e-27,8.0375006082260855e-28,2.0093751520565214e-28,5.0234378801413035e-29,1.6744792933804345e-29,8.372396466902172e-30,2.790798822300724e-30,9.302662741002413e-31,4.651331370501207e-31,1.550443790167069e-31,5.168145967223562e-32,2.584072983611781e-32,6.460182459029453e-33,2.1533941530098174e-33,7.177980510032724e-34,2.392660170010908e-34,7.97553390003636e-35,1.99388347500909e-35,9.96941737504545e-36,2.4923543437613626e-36,1.2461771718806813e-36,3.1154429297017033e-37,7.788607324254258e-38,3.894303662127129e-38,9.735759155317823e-39,3.245253051772607e-39,1.6226265258863036e-39,4.056566314715759e-40,2.0282831573578795e-40,1.0141415786789397e-40,5.070707893394699e-41,2.5353539466973493e-41,6.338384866743373e-42,3.1691924333716867e-42,7.922981083429217e-43,1.980745270857304e-43,9.90372635428652e-44,4.95186317714326e-44,1.237965794285815e-44,6.189828971429076e-45,1.547457242857269e-45,5.158190809524229e-46,2.5790954047621145e-46,8.596984682540382e-47
86,bl,0.307843137254902,0.153921568627451,0.0769607843137255,0.03848039215686275,0.019240196078431374,0.009620098039215687,0.004810049019607843,0.0024050245098039217,0.0012025122549019608,0.0006012561274509804,0.0003006280637254902,0.0001503140318627451,7.515701593137255e-05,3.7578507965686277e-05,1.8789253982843138e-05,9.394626991421569e-06,4.6973134957107846e-06,2.3486567478553923e-06,1.1743283739276961e-06,5.871641869638481e-07,2.9358209348192404e-07,1.4679104674096202e-07,7.339552337048101e-08,3.6697761685240504e-08,1.8348880842620252e-08,9.174440421310126e-09,4.587220210655063e-09,2.2936101053275315e-09,1.1468050526637658e-09,5.734025263318829e-10,2.8670126316594144e-10,1.4335063158297072e-10,7.167531579148536e-11,3.583765789574268e-11,1.791882894787134e-11,8.95941447393567e-12,4.479707236967835e-12,2.2398536184839175e-12,1.1199268092419588e-12,5.599634046209794e-13,2.799817023104897e-13,1.3999085115524484e-13,6.999542557762242e-14,3.499771278881121e-14,1.7498856394405606e-14,8.749428197202803e-15,4.374714098601401e-15,2.1873570493007007e-15,1.0936785246503503e-15,5.468392623251752e-16,2.734196311625876e-16,1.367098155812938e-16,6.83549077906469e-17,3.417745389532345e-17,1.7088726947661724e-17,8.544363473830862e-18,4.272181736915431e-18,2.1360908684577155e-18,1.0680454342288578e-18,5.340227171144289e-19,2.6701135855721444e-19,1.3350567927860722e-19,6.675283963930361e-20,3.3376419819651805e-20,1.6688209909825902e-20,8.344104954912951e-21,4.1720524774564756e-21,2.0860262387282378e-21,1.0430131193641189e-21,5.2150655968205945e-22,2.6075327984102973e-22,1.3037663992051486e-22,6.518831996025743e-23,3.2594159980128716e-23,1.6297079990064358e-23,8.148539995032179e-24,4.0742699975160895e-24,2.0371349987580447e-24,1.0185674993790224e-24,5.092837496895112e-25,2.546418748447556e-25,1.273209374223778e-25,6.36604687111889e-26,3.183023435559445e-26,1.5915117177797225e-26,7.957558588898612e-27,3.978779294449306e-27,1.989389647224653e-27,9.946948236123265e-28,4.973474118061633e-28,2.4867370590308163e-28,1.2433685295154082e-28,6.216842647577041e-29,3.1084213237885204e-29,1.5542106618942602e-29,7.771053309471301e-30,3.8855266547356505e-30,1.9427633273678253e-30,9.713816636839126e-31
86,bp,0.19215686274509805,0.09607843137254903,0.04803921568627451,0.024019607843137256,0.012009803921568628,0.006004901960784314,0.003002450980392157,0.0015012254901960785,0.0007506127450980393,0.00037530637254901963,0.00018765318627450981,9.382659313725491e-05,4.6913296568627454e-05,2.3456648284313727e-05,1.1728324142156863e-05,5.864162071078432e-06,2.932081035539216e-06,1.466040517769608e-06,7.33020258884804e-07,3.66510129442402e-07,1.83255064721201e-07,9.16275323606005e-08,4.581376618030025e-08,2.2906883090150124e-08,1.1453441545075062e-08,5.726720772537531e-09,2.8633603862687655e-09,1.4316801931343827e-09,7.158400965671914e-10,3.579200482835957e-10,1.7896002414179784e-10,8.948001207089892e-11,4.474000603544946e-11,2.237000301772473e-11,1.1185001508862365e-11,5.5925007544311826e-12,2.7962503772155913e-12,1.3981251886077956e-12,6.990625943038978e-13,3.495312971519489e-13,1.7476564857597446e-13,8.738282428798723e-14,4.3691412143993614e-14,2.1845706071996807e-14,1.0922853035998403e-14,5.461426517999202e-15,2.730713258999601e-15,1.3653566294998004e-15,6.826783147499002e-16,3.413391573749501e-16,1.7066957868747505e-16,8.533478934373753e-17,4.2667394671868764e-17,2.1333697335934382e-17,1.0666848667967191e-17,5.3334243339835955e-18,2.6667121669917977e-18,1.3333560834958989e-18,6.666780417479494e-19,3.333390208739747e-19,1.6666951043698736e-19,8.333475521849368e-20,4.166737760924684e-20,2.083368880462342e-20,1.041684440231171e-20,5.208422201155855e-21,2.6042111005779275e-21,1.3021055502889637e-21,6.510527751444819e-22,3.2552638757224093e-22,1.6276319378612047e-22,8.138159689306023e-23,4.0690798446530117e-23,2.0345399223265058e-23,1.0172699611632529e-23,5.0863498058162646e-24,2.5431749029081323e-24,1.2715874514540661e-24,6.357937257270331e-25,3.1789686286351654e-25,1.5894843143175827e-25,7.947421571587913e-26,3.9737107857939567e-26,1.9868553928969784e-26,9.934276964484892e-27,4.967138482242446e-27,2.483569241121223e-27,1.2417846205606115e-27,6.208923102803057e-28,3.1044615514015287e-28,1.5522307757007643e-28,7.761153878503822e-29,3.880576939251911e-29,1.9402884696259554e-29,9.701442348129777e-30,4.8507211740648886e-30,2.4253605870324443e-30,1.2126802935162221e-30,6.063401467581111e-31
87,tv,0.0824829931972789,0.04124149659863945,0.010310374149659863,0.005155187074829932,0.001288796768707483,0.0006443983843537415,0.00016109959608843536,8.054979804421768e-05,4.027489902210884e-05,2.013744951105442e-05,5.034362377763605e-06,2.5171811888818026e-06,6.292952972204506e-07,1.5732382430511266e-07,7.866191215255633e-08,2.6220637384185442e-08,8.740212461395147e-09,2.185053115348787e-09,1.0925265576743934e-09,2.7313163941859836e-10,1.3656581970929918e-10,4.5521939903099724e-11,1.5173979967699907e-11,7.586989983849953e-12,2.528996661283318e-12,6.322491653208295e-13,2.1074972177360982e-13,7.024990725786993e-14,2.341663575262331e-14,5.854158938155828e-15,2.927079469077914e-15,7.317698672694785e-16,2.439232890898261e-16,6.098082227245653e-17,3.0490411136228265e-17,7.622602784057066e-18,2.5408675946856885e-18,6.352168986714221e-19,3.1760844933571106e-19,1.5880422466785553e-19,3.970105616696388e-20,1.985052808348194e-20,4.962632020870485e-21,1.6542106736234951e-21,5.514035578744983e-22,1.3785088946862458e-22,6.892544473431229e-23,3.4462722367156144e-23,1.7231361183578072e-23,4.307840295894518e-24,1.0769600739736295e-24,5.3848003698681475e-25,1.7949334566227158e-25,5.983111522075719e-26,1.9943705073585728e-26,6.647901691195243e-27,3.3239508455976214e-27,8.309877113994053e-28,2.0774692784985134e-28,1.0387346392492567e-28,3.4624487974975223e-29,1.1541495991658407e-29,3.847165330552802e-30,1.2823884435176005e-30,4.274628145058668e-31,1.4248760483528892e-31,7.124380241764446e-32,1.7810950604411115e-32,8.905475302205558e-33,2.2263688255513894e-33,7.421229418504631e-34,3.7106147092523154e-34,1.2368715697507717e-34,3.092178924376929e-35,1.5460894621884646e-35,5.153631540628215e-36,1.2884078851570538e-36,6.442039425785269e-37,1.6105098564463173e-37,8.052549282231586e-38,2.6841830940771953e-38,6.710457735192988e-39,1.677614433798247e-39,5.592048112660823e-40,1.8640160375536076e-40,9.320080187768038e-41,2.3300200469420095e-41,5.825050117355024e-42,1.9416833724516744e-42,9.708416862258372e-43,3.2361389540861237e-43,8.090347385215309e-44,4.0451736926076546e-44,1.348391230869218e-44,6.74195615434609e-45,1.6854890385865226e-45,8.427445192932613e-46,2.1068612982331533e-46,1.0534306491165767e-46
87,tn,0.1989795918367347,0.06632653061224489,0.022108843537414963,0.005527210884353741,0.0027636054421768703,0.0009212018140589567,0.00023030045351473918,0.00011515022675736959,3.8383408919123194e-05,9.595852229780798e-06,3.198617409926933e-06,1.5993087049634664e-06,3.998271762408666e-07,1.999135881204333e-07,6.66378627068111e-08,2.2212620902270364e-08,5.553155225567591e-09,2.7765776127837955e-09,6.941444031959489e-10,3.4707220159797444e-10,1.7353610079898722e-10,4.3384025199746805e-11,1.0846006299936701e-11,5.423003149968351e-12,1.3557507874920877e-12,6.778753937460438e-13,1.6946884843651096e-13,8.473442421825548e-14,2.8244808072751826e-14,7.0612020181879566e-15,3.5306010090939783e-15,8.826502522734946e-16,2.9421675075783152e-16,9.80722502526105e-17,4.903612512630525e-17,1.634537504210175e-17,8.172687521050875e-18,2.724229173683625e-18,1.3621145868418126e-18,3.4052864671045314e-19,8.513216167761328e-20,4.256608083880664e-20,1.064152020970166e-20,2.660380052425415e-21,6.650950131063538e-22,3.325475065531769e-22,8.313687663829422e-23,2.0784219159573556e-23,1.0392109579786778e-23,5.196054789893389e-24,1.2990136974733472e-24,3.247534243683368e-25,1.623767121841684e-25,4.05941780460421e-26,1.0148544511510525e-26,5.074272255755263e-27,1.691424085251754e-27,5.638080284172513e-28,1.8793600947241708e-28,4.698400236810427e-29,1.5661334122701423e-29,7.830667061350711e-30,2.6102223537835703e-30,8.700741179278567e-31,2.9002470597595224e-31,1.4501235298797612e-31,3.625308824699403e-32,1.8126544123497015e-32,4.531636030874254e-33,1.5105453436247512e-33,7.552726718123756e-34,1.888181679530939e-34,4.7204541988273475e-35,2.3602270994136737e-35,5.9005677485341844e-36,2.9502838742670922e-36,7.3757096856677305e-37,1.8439274214169326e-37,4.6098185535423315e-38,2.3049092767711658e-38,7.683030922570553e-39,3.841515461285276e-39,9.60378865321319e-40,4.801894326606595e-40,1.2004735816516488e-40,3.001183954129122e-41,7.502959885322805e-42,3.7514799426614026e-42,1.2504933142204674e-42,3.1262332855511686e-43,1.0420777618503894e-43,5.210388809251947e-44,1.3025972023129867e-44,6.512986011564934e-45,3.256493005782467e-45,1.6282465028912334e-45,4.0706162572280836e-46,2.0353081286140418e-46,6.784360428713473e-47
87,bl,0.15816326530612243,0.07908163265306122,0.03954081632653061,0.019770408163265304,0.009885204081632652,0.004942602040816326,0.002471301020408163,0.0012356505102040815,0.0006178252551020407,0.00030891262755102037,0.00015445631377551019,7.722815688775509e-05,3.8614078443877546e-05,1.9307039221938773e-05,9.653519610969387e-06,4.826759805484693e-06,2.4133799027423467e-06,1.2066899513711733e-06,6.033449756855867e-07,3.0167248784279333e-07,1.5083624392139667e-07,7.541812196069833e-08,3.7709060980349166e-08,1.8854530490174583e-08,9.427265245087292e-09,4.713632622543646e-09,2.356816311271823e-09,1.1784081556359115e-09,5.892040778179557e-10,2.9460203890897786e-10,1.4730101945448893e-10,7.365050972724447e-11,3.682525486362223e-11,1.8412627431811116e-11,9.206313715905558e-12,4.603156857952779e-12,2.3015784289763896e-12,1.1507892144881948e-12,5.753946072440974e-13,2.876973036220487e-13,1.4384865181102435e-13,7.192432590551217e-14,3.5962162952756087e-14,1.7981081476378043e-14,8.990540738189022e-15,4.495270369094511e-15,2.2476351845472554e-15,1.1238175922736277e-15,5.619087961368139e-16,2.8095439806840693e-16,1.4047719903420346e-16,7.023859951710173e-17,3.5119299758550866e-17,1.7559649879275433e-17,8.779824939637717e-18,4.389912469818858e-18,2.194956234909429e-18,1.0974781174547146e-18,5.487390587273573e-19,2.7436952936367864e-19,1.3718476468183932e-19,6.859238234091966e-20,3.429619117045983e-20,1.7148095585229915e-20,8.574047792614958e-21,4.287023896307479e-21,2.1435119481537394e-21,1.0717559740768697e-21,5.358779870384348e-22,2.679389935192174e-22,1.339694967596087e-22,6.698474837980436e-23,3.349237418990218e-23,1.674618709495109e-23,8.373093547475544e-24,4.186546773737772e-24,2.093273386868886e-24,1.046636693434443e-24,5.233183467172215e-25,2.6165917335861076e-25,1.3082958667930538e-25,6.541479333965269e-26,3.2707396669826346e-26,1.6353698334913173e-26,8.176849167456586e-27,4.088424583728293e-27,2.0442122918641466e-27,1.0221061459320733e-27,5.1105307296603665e-28,2.5552653648301832e-28,1.2776326824150916e-28,6.388163412075458e-29,3.194081706037729e-29,1.5970408530188645e-29,7.985204265094323e-30,3.992602132547161e-30,1.9963010662735807e-30,9.981505331367903e-31,4.990752665683952e-31
87,bp,0.15816326530612243,0.07908163265306122,0.03954081632653061,0.019770408163265304,0.009885204081632652,0.004942602040816326,0.002471301020408163,0.0012356505102040815,0.0006178252551020407,0.00030891262755102037,0.00015445631377551019,7.722815688775509e-05,3.8614078443877546e-05,1.9307039221938773e-05,9.653519610969387e-06,4.826759805484693e-06,2.4133799027423467e-06,1.2066899513711733e-06,6.033449756855867e-07,3.0167248784279333e-07,1.5083624392139667e-07,7.541812196069833e-08,3.7709060980349166e-08,1.8854530490174583e-08,9.427265245087292e-09,4.713632622543646e-09,2.356816311271823e-09,1.1784081556359115e-09,5.892040778179557e-10,2.9460203890897786e-10,1.4730101945448893e-10,7.365050972724447e-11,3.682525486362223e-11,1.8412627431811116e-11,9.206313715905558e-12,4.603156857952779e-12,2.3015784289763896e-12,1.1507892144881948e-12,5.753946072440974e-13,2.876973036220487e-13,1.4384865181102435e-13,7.192432590551217e-14,3.5962162952756087e-14,1.7981081476378043e-14,8.990540738189022e-15,4.495270369094511e-15,2.2476351845472554e-15,1.1238175922736277e-15,5.619087961368139e-16,2.8095439806840693e-16,1.4047719903420346e-16,7.023859951710173e-17,3.5119299758550866e-17,1.7559649879275433e-17,8.779824939637717e-18,4.389912469818858e-18,2.194956234909429e-18,1.0974781174547146e-18,5.487390587273573e-19,2.7436952936367864e-19,1.3718476468183932e-19,6.859238234091966e-20,3.429619117045983e-20,1.7148095585229915e-20,8.574047792614958e-21,4.287023896307479e-21,2.1435119481537394e-21,1.0717559740768697e-21,5.358779870384348e-22,2.679389935192174e-22,1.339694967596087e-22,6.698474837980436e-23,3.349237418990218e-23,1.674618709495109e-23,8.373093547475544e-24,4.186546773737772e-24,2.093273386868886e-24,1.046636693434443e-24,5.233183467172215e-25,2.6165917335861076e-25,1.3082958667930538e-25,6.541479333965269e-26,3.2707396669826346e-26,1.6353698334913173e-26,8.176849167456586e-27,4.088424583728293e-27,2.0442122918641466e-27,1.0221061459320733e-27,5.1105307296603665e-28,2.5552653648301832e-28,1.2776326824150916e-28,6.388163412075458e-29,3.194081706037729e-29,1.5970408530188645e-29,7.985204265094323e-30,3.992602132547161e-30,1.9963010662735807e-30,9.981505331367903e-31,4.990752665683952e-31
88,tv,0.12351190476190475,0.06175595238095238,0.03087797619047619,0.015438988095238094,0.007719494047619047,0.0038597470238095235,0.0009649367559523809,0.00024123418898809522,0.00012061709449404761,6.0308547247023805e-05,1.5077136811755951e-05,3.769284202938988e-06,1.2564280676463291e-06,4.188093558821097e-07,1.396031186273699e-07,4.6534372875789965e-08,1.551145762526332e-08,3.87786440631583e-09,1.2926214687719432e-09,6.463107343859716e-10,2.1543691146199052e-10,5.385922786549763e-11,2.6929613932748815e-11,6.732403483187204e-12,3.366201741593602e-12,1.1220672471978672e-12,2.805168117994668e-13,1.402584058997334e-13,3.506460147493335e-14,1.7532300737466675e-14,8.766150368733338e-15,4.383075184366669e-15,2.1915375921833344e-15,5.478843980458336e-16,2.739421990229168e-16,6.84855497557292e-17,1.71213874389323e-17,8.56069371946615e-18,2.1401734298665375e-18,1.0700867149332688e-18,5.350433574666344e-19,2.675216787333172e-19,1.337608393666586e-19,3.344020984166465e-20,8.360052460416162e-21,4.180026230208081e-21,1.0450065575520203e-21,2.6125163938800507e-22,6.531290984700127e-23,3.2656454923500634e-23,8.164113730875158e-24,4.082056865437579e-24,2.0410284327187896e-24,5.102571081796974e-25,2.551285540898487e-25,8.504285136328289e-26,2.8347617121094295e-26,1.4173808560547148e-26,3.543452140136787e-27,1.1811507133789289e-27,3.9371690445964292e-28,1.9685845222982146e-28,6.561948407660715e-29,3.2809742038303573e-29,1.0936580679434524e-29,3.645526893144841e-30,1.2151756310482804e-30,4.050585436827601e-31,1.3501951456092004e-31,3.375487864023001e-32,8.438719660057502e-33,2.8129065533525006e-33,7.032266383381252e-34,3.516133191690626e-34,8.790332979226564e-35,4.395166489613282e-35,1.0987916224033206e-35,3.6626387413444016e-36,1.8313193706722008e-36,4.578298426680502e-37,1.5260994755601674e-37,5.086998251867224e-38,2.543499125933612e-38,8.478330419778707e-39,4.2391652098893535e-39,1.0597913024723384e-39,5.298956512361692e-40,1.324739128090423e-40,3.3118478202260574e-41,8.279619550565143e-42,2.7598731835217143e-42,6.899682958804286e-43,2.2998943196014283e-43,7.666314398671427e-44,1.9165785996678568e-44,4.791446499169642e-45,2.395723249584821e-45,1.1978616247924105e-45,5.989308123962052e-46
88,tn,0.06398809523809523,0.031994047619047616,0.015997023809523808,0.003999255952380952,0.001999627976190476,0.000499906994047619,0.0002499534970238095,6.248837425595238e-05,2.0829458085317457e-05,5.207364521329364e-06,1.301841130332341e-06,4.339470434441137e-07,2.1697352172205684e-07,7.232450724068561e-08,3.6162253620342804e-08,1.2054084540114268e-08,4.018028180038089e-09,2.0090140900190447e-09,5.022535225047612e-10,2.511267612523806e-10,6.278169031309515e-11,3.1390845156547573e-11,1.5695422578273787e-11,3.923855644568447e-12,1.3079518815228155e-12,6.539759407614077e-13,2.1799198025380256e-13,1.0899599012690128e-13,3.6331996708967094e-14,9.082999177241774e-15,4.541499588620887e-15,1.1353748971552217e-15,5.676874485776108e-16,1.419218621444027e-16,7.096093107220136e-17,1.774023276805034e-17,4.435058192012585e-18,1.1087645480031462e-18,3.6958818266771536e-19,9.239704566692884e-20,4.619852283346442e-20,2.309926141673221e-20,5.7748153541830525e-21,2.8874076770915263e-21,7.218519192728816e-22,3.609259596364408e-22,9.02314899091102e-23,4.51157449545551e-23,1.5038581651518365e-23,7.519290825759182e-24,1.8798227064397956e-24,6.266075688132651e-25,1.5665189220331629e-25,7.832594610165814e-26,2.610864870055271e-26,6.527162175138178e-27,2.1757207250460593e-27,7.252402416820197e-28,2.4174674722733988e-28,6.043668680683497e-29,2.0145562268944988e-29,5.036390567236247e-30,1.2590976418090617e-30,6.295488209045309e-31,1.5738720522613272e-31,7.869360261306636e-32,3.934680130653318e-32,1.967340065326659e-32,4.9183501633166474e-33,1.2295875408291619e-33,6.147937704145809e-34,2.049312568048603e-34,6.831041893495342e-35,2.2770139644984474e-35,7.590046548328158e-36,2.530015516109386e-36,6.325038790273465e-37,3.1625193951367325e-37,7.906298487841831e-38,1.9765746219604578e-38,6.588582073201526e-39,2.1961940244005086e-39,7.320646748001695e-40,1.8301616870004237e-40,4.575404217501059e-41,1.1438510543752648e-41,3.812836847917549e-42,9.532092119793872e-43,4.766046059896936e-43,1.5886820199656454e-43,3.9717050499141134e-44,1.9858525249570567e-44,6.619508416523522e-45,2.2065028055078406e-45,7.355009351692802e-46,2.4516697838976004e-46,6.129174459744001e-47,3.0645872298720004e-47,7.661468074680001e-48
88,bl,0.14583333333333331,0.07291666666666666,0.03645833333333333,0.018229166666666664,0.009114583333333332,0.004557291666666666,0.002278645833333333,0.0011393229166666665,0.0005696614583333333,0.00028483072916666663,0.00014241536458333332,7.120768229166666e-05,3.560384114583333e-05,1.7801920572916664e-05,8.900960286458332e-06,4.450480143229166e-06,2.225240071614583e-06,1.1126200358072915e-06,5.563100179036458e-07,2.781550089518229e-07,1.3907750447591144e-07,6.953875223795572e-08,3.476937611897786e-08,1.738468805948893e-08,8.692344029744465e-09,4.3461720148722325e-09,2.1730860074361163e-09,1.0865430037180581e-09,5.432715018590291e-10,2.7163575092951453e-10,1.3581787546475727e-10,6.790893773237863e-11,3.3954468866189317e-11,1.6977234433094658e-11,8.488617216547329e-12,4.2443086082736646e-12,2.1221543041368323e-12,1.0610771520684161e-12,5.305385760342081e-13,2.6526928801710404e-13,1.3263464400855202e-13,6.631732200427601e-14,3.3158661002138004e-14,1.6579330501069002e-14,8.289665250534501e-15,4.1448326252672506e-15,2.0724163126336253e-15,1.0362081563168126e-15,5.181040781584063e-16,2.5905203907920316e-16,1.2952601953960158e-16,6.476300976980079e-17,3.2381504884900395e-17,1.6190752442450197e-17,8.095376221225099e-18,4.047688110612549e-18,2.0238440553062747e-18,1.0119220276531373e-18,5.059610138265687e-19,2.5298050691328434e-19,1.2649025345664217e-19,6.324512672832108e-20,3.162256336416054e-20,1.581128168208027e-20,7.905640841040135e-21,3.952820420520068e-21,1.976410210260034e-21,9.88205105130017e-22,4.941025525650085e-22,2.4705127628250423e-22,1.2352563814125212e-22,6.176281907062606e-23,3.088140953531303e-23,1.5440704767656515e-23,7.720352383828257e-24,3.860176191914129e-24,1.9300880959570643e-24,9.650440479785322e-25,4.825220239892661e-25,2.4126101199463304e-25,1.2063050599731652e-25,6.031525299865826e-26,3.015762649932913e-26,1.5078813249664565e-26,7.539406624832283e-27,3.769703312416141e-27,1.8848516562080706e-27,9.424258281040353e-28,4.712129140520177e-28,2.3560645702600883e-28,1.1780322851300441e-28,5.890161425650221e-29,2.9450807128251104e-29,1.4725403564125552e-29,7.362701782062776e-30,3.681350891031388e-30,1.840675445515694e-30,9.20337722757847e-31,4.601688613789235e-31
